FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Islam,Slimani,FWD,LEI,8200000,0,58,0.8405797101449279,1.0250972074938099e-07,7.073170731707319e-06,0,147298,1,14,0,0,0,5,0,7.1,550,-3,0,58,3,0.0,0,0.0,7,0,5,0,3,0.6,149447,0,0,0,1,903,82,0,0,192,Man Utd,Swansea,Liverpool,Hull City,Arsenal,0.0,0.4,0.5,0.7,0.4,0.4,0.4,0.7,0.4,0.4,0.5,0.4,0.5,0.4,0.5
Chris,Smalling,DEF,MUN,5800000,1,26,0.37681159420289895,6.496751624187911e-08,4.48275862068966e-06,0,50990,0,11,0,0,0,1,0,4.5,318,-2,0,26,2,0.2,0,1.0,0,0,1,0,0,1.0,19274,0,381,0,0,677,459,0,0,144,Leicester,Watford,Bournemouth,Southampton,Middlesbrough,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Adam,Smith,DEF,BOU,4600000,1,60,2.7,5.8695652173913e-07,1.30434782608696e-05,0,415907,6,41,0,0,0,1,0,12.8,12633,1,1,60,-1,0.5,0,2.3,5,0,4,0,4,7.6,602341,0,297,0,1,1841,2909,-1,0,373,Everton,Man City,West Brom,Man Utd,West Ham,1.9,2.8,2.2,1.6,3.6,2.7,2.4,2.6,2.9,1.8,2.8,1.6,3.1,3.3,1.4
Bradley,Smith,DEF,BOU,4000000,2,4,0.0579710144927536,1.44927536231884e-08,1e-06,0,148719,1,6,0,0,0,0,0,1.0,1715,0,0,4,0,0.2,0,0.7,0,0,0,0,0,2.8,79688,0,35,0,0,224,1804,0,0,24,Everton,Man City,West Brom,Man Utd,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert,Snodgrass,MID,WHU,5700000,1,100,4.8,8.42105263157895e-07,1.75438596491228e-05,0,642044,2,43,0,0,0,7,0,17.5,26415,2,0,100,-2,0.4,0,2.0,16,0,2,0,3,9.8,951629,0,0,0,2,1737,27318,0,0,367,Southampton,West Brom,Watford,Chelsea,Bournemouth,4.1,5.4,5.5,4.8,4.3,6.8,5.9,3.6,5.5,5.6,5.8,4.6,5.2,4.1,4.5
Ramadan,Sobhi,MID,STK,4900000,0,13,0.18840579710144897,3.84501626737652e-08,2.6530612244897998e-06,0,37012,0,3,0,0,0,0,0,2.7,50,-6,0,13,6,0.0,0,0.0,0,0,1,0,1,0.3,10843,0,0,0,0,200,6,0,0,49,West Brom,Crystal Palace,Tottenham,Middlesbrough,Man City,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dominic,Solanke,FWD,CHE,5000000,0,0,0.0,0.0,0.0,0,502,0,0,0,0,0,0,0,0.0,13,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,590,0,0,0,0,0,17,0,0,0,Arsenal,Burnley,Swansea,West Ham,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heung-Min,Son,MID,TOT,6800000,3,92,1.33333333333333,1.9607843137254898e-07,1.35294117647059e-05,0,732808,1,10,0,0,0,7,0,13.5,4954,-7,0,92,7,0.5,0,3.3,6,0,6,0,5,3.7,830001,0,244,0,2,1087,6466,0,0,265,Middlesbrough,Liverpool,Stoke,Everton,Crystal Palace,0.9,0.7,0.8,0.9,0.7,0.9,0.7,0.7,1.1,0.9,0.7,0.7,0.7,0.8,0.7
Pape,Souare,DEF,CRY,4200000,0,6,0.0869565217391304,2.0703933747412e-08,1.4285714285714301e-06,0,53238,0,3,0,0,0,0,0,1.4,92,-3,0,6,3,0.0,0,0.0,0,0,0,0,0,0.3,20513,0,354,0,0,270,15,0,0,37,Sunderland,Stoke,Middlesbrough,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian,Speroni,GLK,CRY,4300000,0,0,0.0,0.0,0.0,0,6668,0,0,0,0,0,0,0,0.0,149,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,1127,0,13,0,0,0,7,0,0,0,Sunderland,Stoke,Middlesbrough,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raphael,Spiegel,GLK,WHU,4000000,0,0,0.0,0.0,0.0,0,2441,0,0,0,0,0,0,0,0.0,109,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,7193,0,0,0,0,0,100,0,0,0,Southampton,West Brom,Watford,Chelsea,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Junior,Stanislas,MID,BOU,5300000,2,75,1.08695652173913,2.0508613617719398e-07,1.4150943396226402e-05,0,151986,1,23,0,0,0,4,0,14.2,29862,-2,0,75,2,0.7,0,3.7,6,0,4,0,6,3.8,304064,0,217,0,1,1099,3671,0,0,274,Everton,Man City,West Brom,Man Utd,West Ham,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.9,0.5
Maarten,Stekelenburg,GLK,EVE,4800000,0,57,3.6,7.5e-07,1.1875e-05,0,197714,2,20,0,35,0,0,0,11.9,2799,-2,0,57,2,0.0,0,0.0,3,0,3,0,0,2.1,202310,1,151,2,1,1413,907,0,0,255,Bournemouth,Middlesbrough,Sunderland,Tottenham,West Brom,4.9,3.3,4.3,3.0,4.8,4.7,4.1,2.7,4.1,4.9,4.2,4.3,3.5,4.3,4.3
Jack,Stephens,DEF,SOU,4000000,1,3,0.0434782608695652,1.08695652173913e-08,7.5e-07,0,10268,0,5,0,0,0,0,0,0.8,277,0,0,3,0,0.2,0,0.7,0,0,0,0,0,0.4,13376,0,0,0,0,211,2873,0,0,32,West Ham,Sunderland,Watford,Man Utd,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raheem,Sterling,MID,MCI,7700000,8,102,4.9,6.36363636363636e-07,1.32467532467532e-05,0,1256338,4,21,0,0,0,5,0,13.2,7682,-3,0,102,3,0.6,0,5.0,7,0,5,0,10,10.8,1525718,0,400,0,2,1721,62622,0,0,322,Swansea,Bournemouth,Sunderland,Stoke,Liverpool,5.5,4.5,0.0,5.8,5.5,4.2,3.8,3.8,7.0,4.3,5.5,5.3,5.2,7.0,5.7
Carl,Stewart,MID,WAT,4500000,0,0,0.0,0.0,0.0,0,72,0,0,0,0,0,0,0,0.0,14,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,124,0,0,0,0,0,11,0,0,0,Burnley,Man Utd,West Ham,Southampton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Stewart,DEF,LIV,4200000,0,4,0.0579710144927536,1.3802622498274698e-08,9.52380952380952e-07,0,5198,0,0,0,0,0,0,0,1.0,31,-3,0,4,3,0.0,0,0.0,0,0,0,0,0,0.1,2623,0,69,0,0,20,28,0,0,12,Hull City,Tottenham,Leicester,Arsenal,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John,Stones,DEF,MCI,4700000,6,35,1.8,3.8297872340425503e-07,7.4468085106383e-06,0,1113652,1,21,0,0,0,0,0,7.4,5971,-3,0,35,3,0.5,0,2.3,1,0,2,0,0,14.8,421411,0,336,0,0,1370,13049,0,0,286,Swansea,Bournemouth,Sunderland,Stoke,Liverpool,1.3,1.3,0.0,0.9,1.6,1.9,1.7,1.1,1.7,1.4,1.7,1.2,1.5,1.3,1.1
Maksymilian,Stryjek,GLK,SUN,4000000,0,0,0.0,0.0,0.0,0,2222,0,0,0,0,0,0,0,0.0,75,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4073,0,0,0,0,0,24,0,0,0,Crystal Palace,Southampton,Everton,Man City,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cristhian,Stuani,FWD,MID,4700000,2,43,2.9,6.17021276595745e-07,9.14893617021277e-06,0,397281,3,13,0,0,0,4,0,9.1,4494,-3,0,43,3,0.7,0,3.3,4,0,2,0,0,3.0,459338,0,0,0,1,908,5172,0,0,181,Tottenham,Everton,Crystal Palace,Stoke,Sunderland,2.0,2.8,2.8,2.6,3.7,2.6,3.3,3.2,3.8,2.7,2.4,3.1,1.8,3.4,2.7
Daniel,Sturridge,FWD,LIV,9700000,0,37,2.8,2.88659793814433e-07,3.81443298969072e-06,0,93194,1,6,0,0,0,2,0,3.8,1224,-3,0,37,3,0.0,0,0.3,1,0,1,0,4,0.9,68856,0,283,0,0,523,264,0,0,124,Hull City,Tottenham,Leicester,Arsenal,Burnley,3.0,3.0,2.4,2.7,3.7,2.5,2.7,3.2,2.3,2.2,2.7,2.2,3.4,2.4,2.8
Mario,Suarez,MID,WAT,4500000,0,0,0.0,0.0,0.0,0,7027,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,290,0,69,0,0,0,1,0,0,0,Burnley,Man Utd,West Ham,Southampton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaac,Success,MID,WAT,5700000,1,15,0.21739130434782603,3.813882532418e-08,2.63157894736842e-06,0,4352,1,2,0,0,0,1,0,2.6,11,-3,0,15,3,0.1,0,0.3,0,0,1,0,0,0.0,2019,0,0,0,0,278,34,0,0,51,Burnley,Man Utd,West Ham,Southampton,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andrew,Surman,MID,BOU,4600000,2,34,2.3,5e-07,7.39130434782609e-06,0,8844,1,26,0,0,0,0,0,7.4,63,-4,0,34,4,0.7,0,3.0,0,0,3,0,1,0.1,2293,0,385,0,0,1261,35,0,0,216,Everton,Man City,West Brom,Man Utd,West Ham,1.2,1.5,1.2,1.4,1.5,1.9,1.2,1.2,1.6,1.2,2.1,1.8,1.9,2.8,1.5
Franck,Tabanou,DEF,SWA,4400000,0,0,0.0,0.0,0.0,0,1567,0,0,0,0,0,0,0,0.0,11,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,101,0,0,0,0,0,5,0,0,0,Man City,Leicester,Chelsea,Burnley,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dusan,Tadic,MID,SOU,7000000,1,59,3.0,4.28571428571429e-07,8.428571428571429e-06,0,220693,3,15,0,0,0,2,0,8.4,1643,-5,0,59,5,0.6,0,4.3,1,0,7,0,3,1.4,71773,0,564,0,0,1324,658,0,0,192,West Ham,Sunderland,Watford,Man Utd,Tottenham,2.4,2.6,0.0,2.4,2.9,1.5,3.1,2.7,1.7,2.4,1.5,3.9,1.5,2.2,2.9
Matt,Targett,DEF,SOU,4100000,0,6,0.0869565217391304,2.12089077412513e-08,1.46341463414634e-06,0,36775,0,4,0,0,0,0,0,1.5,116,-4,1,6,4,0.0,0,0.0,0,0,0,0,0,0.3,13410,0,169,0,0,283,19,-1,0,59,West Ham,Sunderland,Watford,Man Utd,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James,Tarkowski,DEF,BUR,4000000,1,9,0.130434782608696,3.26086956521739e-08,2.25e-06,0,66962,1,4,0,0,0,0,0,2.3,1459,0,0,9,0,0.3,0,1.0,0,0,0,0,0,1.9,71907,0,0,0,0,139,891,0,0,36,Watford,Chelsea,Hull City,Swansea,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Joel,Taylor,DEF,STK,4000000,0,0,0.0,0.0,0.0,0,215,0,0,0,0,0,0,0,0.0,56,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,423,0,0,0,0,0,14,0,0,0,West Brom,Crystal Palace,Tottenham,Middlesbrough,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neil,Taylor,DEF,SWA,4200000,0,22,0.318840579710145,7.59144237405107e-08,5.23809523809524e-06,0,59137,1,26,0,0,0,0,0,5.2,1733,-3,0,22,3,0.0,0,0.0,0,0,2,0,1,0.3,25358,0,321,0,0,920,25,0,0,160,Man City,Leicester,Chelsea,Burnley,Hull City,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Stuart,Taylor,GLK,SOU,4000000,0,0,0.0,0.0,0.0,0,1908,0,0,0,0,0,0,0,0.0,72,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4196,0,0,0,0,0,44,0,0,0,West Ham,Sunderland,Watford,Man Utd,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dionatan do Nascimento,Teixeira,DEF,STK,4000000,0,0,0.0,0.0,0.0,0,32100,0,0,0,0,0,0,0,0.0,217,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,3396,0,12,0,0,0,12,0,0,0,West Brom,Crystal Palace,Tottenham,Middlesbrough,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John,Terry,DEF,CHE,5200000,0,11,0.159420289855072,3.06577480490524e-08,2.1153846153846198e-06,0,186500,1,4,0,0,0,0,0,2.1,204,-3,0,11,3,0.0,0,0.0,0,0,1,0,0,1.5,57125,0,228,0,0,367,37,0,0,66,Arsenal,Burnley,Swansea,West Ham,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Thomas Robson,DEF,SUN,4000000,0,0,0.0,0.0,0.0,0,4143,0,0,0,0,0,0,0,0.0,51,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5787,0,0,0,0,0,8,0,0,0,Crystal Palace,Southampton,Everton,Man City,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James,Tomkins,DEF,CRY,4900000,6,42,0.608695652173913,1.2422360248447198e-07,8.571428571428571e-06,0,17085,4,27,0,0,0,3,0,8.6,115,-1,0,42,1,0.6,0,3.0,2,0,2,0,0,0.2,17274,0,221,0,1,1222,360,0,0,219,Sunderland,Stoke,Middlesbrough,West Brom,Tottenham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Gokhan,Tore,MID,WHU,5300000,0,10,0.144927536231884,2.73448181569593e-08,1.88679245283019e-06,0,10856,0,4,0,0,0,0,0,1.9,6,-2,0,10,2,0.0,0,0.0,0,0,1,0,1,0.1,8983,0,0,0,0,240,4,0,0,29,Southampton,West Brom,Watford,Chelsea,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Tosin Adarabioyo,DEF,MCI,4500000,0,0,0.0,0.0,0.0,0,90,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,128,0,0,0,0,0,15,0,0,0,Swansea,Bournemouth,Sunderland,Stoke,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andros,Townsend,MID,CRY,5900000,3,58,0.8405797101449279,1.424711373127e-07,9.830508474576269e-06,0,253463,4,25,0,0,0,1,0,9.8,1547,-6,0,58,6,0.3,0,2.0,7,0,2,0,4,1.9,92302,0,315,0,1,1390,570,0,0,264,Sunderland,Stoke,Middlesbrough,West Brom,Tottenham,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.5,0.4
Bertrand,Traore,MID,CHE,5400000,0,0,0.0,0.0,0.0,0,2341,0,0,0,0,0,0,0,0.0,7,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,198,0,101,0,0,0,5,0,0,0,Arsenal,Burnley,Swansea,West Ham,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adama,Traore,MID,MID,4800000,2,29,0.42028985507246397,8.756038647343e-08,6.04166666666667e-06,0,17122,1,10,0,0,0,0,0,6.0,780,-2,0,29,2,0.3,0,1.3,0,0,4,0,0,0.2,23900,0,0,0,0,951,359,0,0,159,Tottenham,Everton,Crystal Palace,Stoke,Sunderland,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Kieran,Trippier,DEF,TOT,4700000,0,12,0.17391304347826098,3.70027752081406e-08,2.5531914893617e-06,0,6941,0,1,0,0,0,0,0,2.6,389,-3,0,12,3,0.0,0,0.0,2,0,0,0,2,0.1,4982,0,110,0,1,103,13,0,0,48,Middlesbrough,Liverpool,Stoke,Everton,Crystal Palace,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Josh,Tymon,DEF,HUL,4000000,6,9,0.130434782608696,3.26086956521739e-08,2.25e-06,0,9591,0,3,0,0,0,0,0,2.3,449,0,0,9,0,0.5,0,2.0,0,0,1,0,0,0.3,20214,0,0,0,0,222,4453,0,0,47,Liverpool,Arsenal,Burnley,Leicester,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Leonardo,Ulloa,FWD,LEI,5500000,0,18,0.260869565217391,4.74308300395257e-08,3.27272727272727e-06,0,14290,0,3,0,0,0,1,0,3.3,170,-5,0,18,5,0.0,0,0.0,1,0,1,0,0,0.1,6981,0,226,0,0,251,19,0,0,43,Man Utd,Swansea,Liverpool,Hull City,Arsenal,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Fredrik,Ulvestad,MID,BUR,4400000,0,0,0.0,0.0,0.0,0,2294,0,0,0,0,0,0,0,0.0,11,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,558,0,0,0,0,0,2,0,0,0,Watford,Chelsea,Hull City,Swansea,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor,Valdes,GLK,MID,4600000,3,70,3.5,7.608695652173909e-07,1.52173913043478e-05,0,216350,1,25,0,56,0,0,0,15.2,5465,1,0,70,-1,1.0,0,4.7,7,0,5,0,0,5.8,160004,0,0,0,2,1800,2185,0,0,340,Tottenham,Everton,Crystal Palace,Stoke,Sunderland,3.1,4.0,4.1,3.8,3.9,3.0,3.6,3.7,4.5,4.6,3.7,3.9,3.2,5.0,4.1
Antonio,Valencia,DEF,MUN,5500000,6,68,3.4,6.18181818181818e-07,1.2363636363636399e-05,0,557049,4,17,0,0,0,0,0,12.4,5731,0,0,68,0,0.8,0,4.3,4,0,7,0,1,8.6,497461,0,186,0,1,1771,20310,0,0,400,Leicester,Watford,Bournemouth,Southampton,Middlesbrough,2.5,3.7,0.0,4.3,3.8,3.3,4.2,3.7,2.7,3.7,2.5,3.5,4.3,3.1,3.8
Enner,Valencia,FWD,EVE,5300000,0,30,2.1,3.9622641509434e-07,5.6603773584905704e-06,0,170855,0,7,0,0,0,1,0,5.7,1951,-2,0,30,2,0.0,0,0.0,1,0,2,0,2,1.7,110821,0,200,0,0,559,435,0,0,79,Bournemouth,Middlesbrough,Sunderland,Tottenham,West Brom,2.1,1.3,2.5,1.1,2.0,2.5,1.5,1.3,2.5,2.5,1.4,1.5,1.9,2.0,1.4
Patrick,van Aanholt,DEF,CRY,5000000,6,65,3.0,6e-07,1.3000000000000001e-05,0,213888,2,39,0,0,0,3,0,13.0,2166,0,0,65,0,0.5,0,2.3,6,0,3,0,1,5.1,195064,0,369,0,3,1874,39479,0,0,392,Sunderland,Stoke,Middlesbrough,West Brom,Tottenham,2.9,3.3,2.8,3.1,3.3,2.9,2.8,3.3,3.6,2.8,3.5,3.5,2.9,3.3,2.4
Mike,van der Hoorn,DEF,SWA,4300000,0,15,0.21739130434782603,5.05561172901921e-08,3.4883720930232598e-06,0,20453,1,20,0,0,0,1,0,3.5,284,-2,0,15,2,0.0,0,0.0,0,0,1,0,0,0.2,17786,0,0,0,1,630,26,0,0,121,Man City,Leicester,Chelsea,Burnley,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Virgil,van Dijk,DEF,SOU,5700000,0,75,3.6,6.31578947368421e-07,1.31578947368421e-05,0,610417,3,23,0,0,0,1,0,13.2,64586,2,1,75,-2,0.2,0,1.0,14,0,7,0,0,7.9,416639,0,452,0,3,1852,455,-1,1,435,West Ham,Sunderland,Watford,Man Utd,Tottenham,0.0,0.0,0.0,0.0,0.0,2.8,5.0,4.6,3.4,4.3,3.0,4.8,3.9,3.1,4.7
Marco,Van Ginkel,MID,CHE,4900000,0,0,0.0,0.0,0.0,0,1179,0,0,0,0,0,0,0,0.0,5,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,134,0,81,0,0,0,0,0,0,0,Arsenal,Burnley,Swansea,West Ham,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamie,Vardy,FWD,LEI,9600000,2,66,3.3,3.4375e-07,6.875e-06,0,907590,2,34,0,0,0,5,0,6.9,2423,-4,0,66,4,0.2,0,2.0,6,0,3,0,3,7.5,240778,0,945,0,1,1519,528,0,1,227,Man Utd,Swansea,Liverpool,Hull City,Arsenal,3.5,3.5,4.2,4.7,2.6,2.7,3.9,4.7,2.1,3.0,4.0,2.5,4.0,2.9,4.2
Guillermo,Varela,DEF,MUN,4500000,0,0,0.0,0.0,0.0,0,470,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,178,0,36,0,0,0,5,0,0,0,Leicester,Watford,Bournemouth,Southampton,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thibaud,Verlinden,MID,STK,4500000,0,0,0.0,0.0,0.0,0,134,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,156,0,0,0,0,0,7,0,0,0,West Brom,Crystal Palace,Tottenham,Middlesbrough,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan,Vertonghen,DEF,TOT,5500000,0,72,3.6,6.54545454545455e-07,1.30909090909091e-05,0,378483,5,13,0,0,0,0,0,12.9,10068,0,1,72,0,0.4,0,2.0,3,0,9,0,0,3.9,374694,0,335,0,0,1773,672,-1,0,437,Middlesbrough,Liverpool,Stoke,Everton,Crystal Palace,0.0,0.0,0.0,4.5,3.8,5.4,2.2,3.2,4.4,5.1,2.1,5.1,4.0,3.5,3.4
Sam,Vokes,FWD,BUR,5800000,6,72,3.1,5.344827586206899e-07,1.24137931034483e-05,0,241680,0,22,0,0,0,5,0,12.4,4451,-2,0,72,2,0.5,0,2.7,7,0,3,0,3,2.3,298293,0,0,0,0,1347,8930,0,0,223,Watford,Chelsea,Hull City,Swansea,Liverpool,1.9,3.1,2.6,2.7,2.1,2.2,3.9,3.7,1.9,1.6,3.4,2.2,3.9,1.9,3.9
Michel,Vorm,GLK,TOT,4800000,6,15,0.21739130434782603,4.52898550724638e-08,3.125e-06,0,21229,0,1,0,7,0,0,0,3.1,93,-2,0,15,2,0.4,0,2.0,0,0,2,0,0,0.3,18194,0,3,0,0,326,207,0,0,73,Middlesbrough,Liverpool,Stoke,Everton,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Matej,Vydra,FWD,WAT,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,26039,0,0,0,0,0,0,0,0.2,48,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.3,4165,0,0,0,0,3,7,0,0,3,Burnley,Man Utd,West Ham,Southampton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Molla,Wague,DEF,LEI,4500000,0,0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,57,0,0,0,0,0,57,0,0,0,Man Utd,Swansea,Liverpool,Hull City,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Theo,Walcott,MID,ARS,7400000,1,91,5.4,7.2972972972973e-07,1.22972972972973e-05,0,1404410,0,16,0,0,0,8,0,12.3,15585,-1,0,91,1,0.0,1,0.3,6,0,5,0,3,4.8,1474386,0,316,0,2,1386,6321,0,0,281,Chelsea,Hull City,Liverpool,Leicester,West Brom,4.6,7.6,0.0,4.0,7.8,5.2,5.3,5.3,6.2,6.2,7.9,4.3,6.2,5.8,6.6
Kyle,Walker,DEF,TOT,6300000,6,109,5.0,7.936507936507941e-07,1.7301587301587302e-05,0,798661,5,14,0,0,0,0,0,17.6,5190,8,-1,109,-8,1.2,0,7.7,16,0,10,0,6,35.6,1381109,0,461,0,3,1904,74662,1,0,502,Middlesbrough,Liverpool,Stoke,Everton,Crystal Palace,6.8,5.6,7.3,7.0,6.0,7.5,3.8,5.3,6.9,7.5,3.7,7.2,5.6,5.7,5.5
Jonathan,Walters,MID,STK,5500000,0,47,0.681159420289855,1.23847167325428e-07,8.54545454545455e-06,0,14180,0,17,0,0,0,2,0,8.5,222,-5,0,47,5,0.0,0,0.0,2,0,4,0,2,0.1,8277,0,312,0,0,936,20,0,0,122,West Brom,Crystal Palace,Tottenham,Middlesbrough,Man City,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3
